restaurant_id,restaurant_name,cuisine,city,area,total_orders,total_cancellations,cancellation_rate_pct,avg_delivery_duration,avg_order_value,avg_quality_risk,restaurant_health_score,distinct_items_served,top_ordered_item
RST01163,Namaste Kitchen Discovery Gardens,Indian,Dubai,Discovery Gardens,389,39,10.03,41.61,58.87,0.357,0.811,10,Butter Chicken
RST01164,Pasta Fresca Business Bay,Italian,Dubai,Business Bay,391,60,15.35,42.98,140.02,0.407,0.589,10,Penne Arrabbiata
RST01185,Al Dawaar Grill Downtown,Arabic,Dubai,Downtown,390,57,14.62,43.59,308.5,0.43,0.509,10,Jareesh
RST01203,Delhi Darbar Al Majaz,Indian,Sharjah,Al Majaz,387,37,9.56,44.96,57.96,0.354,0.846,10,Lamb Rogan Josh
RST01205,Arabian Nights Kitchen Marina,Arabic,Dubai,Marina,392,42,10.71,42.67,304.64,0.352,0.828,10,Lamb Mandi
RST01207,Desi Zaika Business Bay,Pakistani,Dubai,Business Bay,379,37,9.76,42.57,106.92,0.41,0.592,10,Paya Soup
RST01218,Mumbai Street Food JLT,Indian,Dubai,JLT,409,76,18.58,42.17,115.89,0.463,0.375,10,Gulab Jamun
RST01220,Pampanga Kitchen Al Barsha,Filipino,Dubai,Al Barsha,370,44,11.89,42.88,96.44,0.36,0.825,10,Pancit Canton
RST01234,Khaleeji Bites Muwaileh,Arabic,Sharjah,Muwaileh,396,57,14.39,41.82,62.18,0.4,0.605,10,Kabsa
RST01239,Vesuvio Kitchen Al Nahda,Italian,Sharjah,Al Nahda,401,32,7.98,41.85,71.25,0.323,0.908,10,Risotto ai Funghi
RST01240,Suhoor Lounge Discovery Gardens,Arabic,Dubai,Discovery Gardens,399,45,11.28,42.42,64.76,0.415,0.595,10,Falafel Wrap
RST01243,Peshawar Wala Al Barsha,Pakistani,Dubai,Al Barsha,369,53,14.36,42.54,105.69,0.415,0.543,10,Seekh Kebab
RST01248,All American Diner Marina,American,Dubai,Marina,363,28,7.71,42.22,250.5,0.323,0.92,10,Beef Hot Dog
RST01261,Khaleeji Bites Jumeirah,Arabic,Dubai,Jumeirah,370,43,11.62,44.89,125.47,0.406,0.598,10,Falafel Wrap
RST01262,Islamabad Grill Al Nahda,Pakistani,Sharjah,Al Nahda,394,27,6.85,43.27,51.72,0.356,0.794,10,Haleem
RST01271,Spice Route Karama,Indian,Dubai,Karama,375,34,9.07,42.45,57.91,0.323,0.944,10,Chicken Biryani
RST01272,Mezze House Garhoud,Lebanese,Dubai,Garhoud,402,54,13.43,42.91,114.53,0.432,0.502,10,Lamb Kibbeh
RST01279,Edo Japanese Al Rashidiya,Japanese,Ajman,Al Rashidiya,389,34,8.74,42.26,75.76,0.324,0.904,10,Miso Soup
RST01284,Emirati Table Mirdif,Arabic,Dubai,Mirdif,368,40,10.87,42.81,134.39,0.356,0.783,10,Falafel Wrap
RST01286,Chai & Spice Corniche,Indian,Abu Dhabi,Corniche,366,24,6.56,42.27,230.72,0.316,0.924,10,Dal Makhani
RST01287,Shawarma Station Al Nahda Dubai,Arabic,Dubai,Al Nahda Dubai,354,32,9.04,43.74,65.86,0.373,0.812,10,Jareesh
RST01288,Tagalog Tastes Al Majaz,Filipino,Sharjah,Al Majaz,400,51,12.75,43.01,50.37,0.343,0.832,10,Sinigang na Baboy
RST01299,Lahori Chaska Jumeirah,Pakistani,Dubai,Jumeirah,381,32,8.4,43.25,101.4,0.349,0.843,10,Mutton Biryani
RST01334,Sakura Sushi Khalidiyah,Japanese,Abu Dhabi,Khalidiyah,372,32,8.6,41.38,158.65,0.339,0.857,10,Dragon Roll
RST01341,Chai & Spice Al Nahda,Indian,Sharjah,Al Nahda,389,42,10.8,43.05,54.98,0.397,0.651,10,Dal Makhani
RST01342,Lotus Thai Al Nahda,Thai,Sharjah,Al Nahda,388,48,12.37,43.06,53.65,0.347,0.814,5,Tom Yum Soup
RST01345,Al Dawaar Grill Al Majaz,Arabic,Sharjah,Al Majaz,389,41,10.54,42.19,63.75,0.369,0.731,10,Falafel Wrap
RST01349,Bollywood Bites Satwa,Indian,Dubai,Satwa,407,53,13.02,43.26,58.8,0.414,0.573,10,Dal Makhani
RST01357,Pampanga Kitchen Yas Island,Filipino,Abu Dhabi,Yas Island,388,31,7.99,44.41,205.04,0.341,0.848,10,Chicken Adobo
RST01375,Lucky Wok Al Taawun,Chinese,Sharjah,Al Taawun,375,33,8.8,42.46,52.85,0.366,0.744,10,Wonton Soup
RST01382,Jade Garden Al Nahda,Chinese,Sharjah,Al Nahda,396,53,13.38,44.24,54.79,0.409,0.632,10,Beef Chow Mein
RST01383,Mezze House Jumeirah,Lebanese,Dubai,Jumeirah,417,51,12.23,42.15,116.68,0.372,0.723,10,Baba Ghanoush
RST01388,Curry Leaf Dubai Hills,Indian,Dubai,Dubai Hills,421,50,11.88,42.29,246.54,0.394,0.641,10,Gulab Jamun
RST01389,Delhi Darbar Palm Jumeirah,Indian,Dubai,Palm Jumeirah,428,42,9.81,42.45,248.04,0.355,0.792,10,Chicken Tikka Masala
RST01390,Mezze House Jumeirah,Lebanese,Dubai,Jumeirah,383,49,12.79,41.44,113.29,0.402,0.644,10,Mezze Platter
RST01400,Emirati Table Corniche,Arabic,Abu Dhabi,Corniche,355,34,9.58,43.37,293.97,0.376,0.721,10,Chicken Shawarma
RST01410,Ihaw Ihaw International City,Filipino,Dubai,International City,365,44,12.05,42.39,48.24,0.388,0.663,10,Kare Kare
RST01429,Bedouin Kitchen Dubai Hills,Arabic,Dubai,Dubai Hills,420,41,9.76,42.97,293.5,0.399,0.615,10,Lamb Mandi
RST01431,Lahori Chaska Al Taawun,Pakistani,Sharjah,Al Taawun,357,49,13.73,42.49,56.51,0.41,0.621,10,Paya Soup
RST01446,Nihari House Al Majaz,Pakistani,Sharjah,Al Majaz,356,40,11.24,41.6,51.2,0.359,0.801,10,Karahi Chicken
RST01449,Dim Sum Palace Bur Dubai,Chinese,Dubai,Bur Dubai,339,33,9.73,43.99,51.48,0.367,0.816,10,Wonton Soup
RST01452,Delhi Darbar Marina,Indian,Dubai,Marina,376,56,14.89,42.21,258.05,0.424,0.509,10,Butter Chicken
RST01456,Saffron Table Mohammed Bin Zayed City,Indian,Abu Dhabi,Mohammed Bin Zayed City,384,30,7.81,44.53,58.67,0.347,0.846,10,Dal Makhani
RST01459,Al Hamra Pakistani Corniche,Pakistani,Abu Dhabi,Corniche,388,42,10.82,42.27,223.94,0.377,0.706,10,Sheer Khurma
RST01461,Burrito Bandido Marina,Mexican,Dubai,Marina,401,42,10.47,41.85,235.88,0.426,0.524,3,Chicken Burrito
RST01463,Peking House Jumeirah Village Triangle,Chinese,Dubai,Jumeirah Village Triangle,418,48,11.48,40.98,108.96,0.396,0.63,10,Sweet & Sour Pork
RST01464,Masala Junction Mirdif,Indian,Dubai,Mirdif,383,39,10.18,41.86,112.61,0.323,0.947,10,Chicken Biryani
RST01468,Lahori Chaska Deira,Pakistani,Dubai,Deira,376,42,11.17,42.13,52.39,0.374,0.705,10,Seekh Kebab
RST01477,Byblos on the Sea Nad Al Sheba,Lebanese,Dubai,Nad Al Sheba,403,49,12.16,44.18,114.07,0.314,0.968,10,Fattoush Salad
RST01483,Wasabi Kitchen Arabian Ranches,Japanese,Dubai,Arabian Ranches,438,46,10.5,42.12,162.85,0.376,0.719,10,Chicken Katsu Curry
RST01493,Wasabi Kitchen Jumeirah Village Triangle,Japanese,Dubai,Jumeirah Village Triangle,349,41,11.75,42.39,153.32,0.33,0.904,10,Beef Gyoza (6pcs)
RST01507,Bella Napoli Palm Jumeirah,Italian,Dubai,Palm Jumeirah,369,47,12.74,42.38,336.48,0.398,0.644,10,Cannoli Siciliani
RST01521,Namaste Kitchen Al Rashidiya,Indian,Ajman,Al Rashidiya,337,63,18.69,42.42,60.57,0.447,0.433,10,Mango Lassi
RST01527,Islamabad Grill Khalidiyah,Pakistani,Abu Dhabi,Khalidiyah,362,52,14.36,44.19,101.47,0.432,0.516,10,Karahi Chicken
RST01531,Katsu Corner Sports City,Japanese,Dubai,Sports City,403,41,10.17,40.99,155.42,0.383,0.691,10,Edamame
RST01533,Mumbai Street Food Yas Island,Indian,Abu Dhabi,Yas Island,374,44,11.76,42.6,252.18,0.381,0.69,10,Samosa (2pcs)
RST01556,Nobu Express Muhaisnah,Japanese,Dubai,Muhaisnah,376,36,9.57,42.24,77.7,0.364,0.737,10,Yakitori Skewers
RST01557,Tandoor House Satwa,Indian,Dubai,Satwa,400,49,12.25,43.26,58.75,0.365,0.752,10,Butter Chicken
RST01559,Five Guys Kitchen Al Barsha,American,Dubai,Al Barsha,362,31,8.56,45.11,121.52,0.338,0.898,10,Beef Hot Dog
RST01579,Five Guys Kitchen Al Barsha,American,Dubai,Al Barsha,409,36,8.8,40.8,120.42,0.333,0.899,10,Beef Hot Dog
RST01611,Trattoria Roma Al Reem Island,Italian,Abu Dhabi,Al Reem Island,405,26,6.42,45.36,138.15,0.336,0.905,10,Chicken Parmigiana
RST01613,Al Dawaar Grill Khalifa City,Arabic,Abu Dhabi,Khalifa City,393,48,12.21,42.36,135.53,0.354,0.813,10,Jareesh
RST01624,BBQ Smokehouse Al Khalidiyah,American,Abu Dhabi,Al Khalidiyah,381,34,8.92,40.35,121.52,0.34,0.822,10,Classic Smash Burger
RST01629,Nihari House Al Mushrif,Pakistani,Abu Dhabi,Al Mushrif,351,41,11.68,42.78,108.0,0.431,0.526,10,Sheer Khurma
RST01637,Sisig Station Corniche,Filipino,Abu Dhabi,Corniche,409,37,9.05,43.05,201.04,0.348,0.834,10,Kare Kare
RST01647,Arabian Nights Kitchen Festival City,Arabic,Dubai,Festival City,386,35,9.07,44.94,298.52,0.362,0.779,10,Lamb Mandi
RST01651,Curry Leaf JLT,Indian,Dubai,JLT,403,38,9.43,42.7,119.94,0.351,0.827,10,Dal Makhani
RST01673,Nobu Express Mirdif,Japanese,Dubai,Mirdif,354,40,11.3,43.47,148.83,0.397,0.651,10,Edamame
RST01683,Nihari House International City,Pakistani,Dubai,International City,384,34,8.85,43.65,50.6,0.324,0.967,10,Daal Chawal
RST01689,Mezze House Satwa,Lebanese,Dubai,Satwa,374,36,9.63,42.64,57.18,0.366,0.727,10,Kafta Wrap
RST01692,Edo Japanese Al Taawun,Japanese,Sharjah,Al Taawun,376,35,9.31,41.79,79.66,0.309,0.964,10,Matcha Ice Cream
RST01704,Royal Biryani House Arabian Ranches,Indian,Dubai,Arabian Ranches,374,39,10.43,42.34,110.35,0.4,0.628,10,Lamb Rogan Josh
RST01723,Ihaw Ihaw Discovery Gardens,Filipino,Dubai,Discovery Gardens,390,34,8.72,43.43,49.4,0.39,0.661,10,Kare Kare
RST01726,Dumpling Republic Muwaileh,Chinese,Sharjah,Muwaileh,380,36,9.47,42.31,53.22,0.338,0.825,10,Spring Rolls (4pcs)
RST01734,Pampanga Kitchen Al Furjan,Filipino,Dubai,Al Furjan,407,41,10.07,42.24,100.42,0.344,0.865,10,Beef Caldereta
RST01758,Babel Beirut Jumeirah Village Triangle,Lebanese,Dubai,Jumeirah Village Triangle,412,36,8.74,41.21,116.12,0.321,0.902,10,Mezze Platter
RST01760,Smash & Stack Al Mushrif,American,Abu Dhabi,Al Mushrif,382,55,14.4,43.4,121.83,0.413,0.583,10,Onion Rings
RST01761,Burrito Bandido Dubai Hills,Mexican,Dubai,Dubai Hills,373,27,7.24,43.78,219.47,0.327,0.93,3,Beef Tacos (3pcs)
RST01762,Mumbai Street Food Saadiyat Island,Indian,Abu Dhabi,Saadiyat Island,362,35,9.67,44.23,251.05,0.327,0.933,10,Mango Lassi
RST01764,Lutong Bahay Al Nahda Dubai,Filipino,Dubai,Al Nahda Dubai,397,36,9.07,44.39,50.15,0.35,0.832,10,Beef Caldereta
RST01767,Namaste Kitchen Al Karamah,Indian,Abu Dhabi,Al Karamah,348,30,8.62,42.16,116.85,0.32,0.918,10,Mango Lassi
RST01771,Capricciosa Sports City,Italian,Dubai,Sports City,391,39,9.97,43.69,140.95,0.324,0.93,10,Cannoli Siciliani
RST01783,Golden Dragon Al Majaz,Chinese,Sharjah,Al Majaz,407,60,14.74,41.77,55.11,0.408,0.568,10,Spring Rolls (4pcs)
RST01798,Tokyo Kitchen Al Khalidiyah,Japanese,Abu Dhabi,Al Khalidiyah,366,53,14.48,43.99,155.02,0.444,0.467,10,Matcha Ice Cream
RST01813,The Wing Co Corniche,American,Abu Dhabi,Corniche,372,33,8.87,43.13,266.57,0.355,0.781,10,Crispy Chicken Sandwich
RST01817,Tokyo Kitchen Discovery Gardens,Japanese,Dubai,Discovery Gardens,379,43,11.35,43.45,78.72,0.414,0.547,10,Edamame
RST01820,Burger District Al Majaz,American,Sharjah,Al Majaz,374,35,9.36,41.08,61.18,0.358,0.782,10,Beef Hot Dog
RST01822,Al Hamra Pakistani Palm Jumeirah,Pakistani,Dubai,Palm Jumeirah,364,39,10.71,41.72,208.4,0.375,0.708,10,Paya Soup
RST01823,La Cucina International City,Italian,Dubai,International City,419,42,10.02,43.85,71.46,0.405,0.611,10,Tiramisu
RST01830,Nobu Express Al Nuaimiya,Japanese,Ajman,Al Nuaimiya,381,39,10.24,41.99,76.41,0.321,0.946,10,Tonkotsu Ramen
RST01849,Peshawar Wala Al Karamah,Pakistani,Abu Dhabi,Al Karamah,419,56,13.37,42.71,104.5,0.487,0.293,10,Mutton Biryani
RST01854,Chai & Spice Masdar City,Indian,Abu Dhabi,Masdar City,370,51,13.78,42.47,122.08,0.392,0.638,10,Mango Lassi
RST01856,Fattoush Kitchen Dubai Hills,Lebanese,Dubai,Dubai Hills,353,38,10.76,41.5,245.6,0.402,0.622,10,Manakeesh Zaatar
RST01858,Arabian Nights Kitchen Festival City,Arabic,Dubai,Festival City,387,53,13.7,44.35,304.25,0.437,0.535,10,Kabsa
RST01861,Golden Dragon Al Muroor,Chinese,Abu Dhabi,Al Muroor,372,28,7.53,43.14,52.4,0.3,0.972,10,Sweet & Sour Pork
RST01873,Tandoor House Downtown,Indian,Dubai,Downtown,390,62,15.9,44.36,244.18,0.41,0.61,10,Palak Paneer
RST01903,Leila Restaurant Al Taawun,Lebanese,Sharjah,Al Taawun,367,51,13.9,43.08,59.79,0.375,0.747,10,Shanklish Salad
RST01917,Dumpling Republic Al Barsha,Chinese,Dubai,Al Barsha,357,32,8.96,42.88,113.27,0.359,0.798,10,Mapo Tofu
RST01919,Lahori Chaska Karama,Pakistani,Dubai,Karama,426,64,15.02,42.25,50.79,0.442,0.41,10,Seekh Kebab
RST01953,Il Pomodoro Al Mushrif,Italian,Abu Dhabi,Al Mushrif,414,50,12.08,43.07,143.97,0.395,0.634,10,Chicken Parmigiana
RST01960,Jollibee Express Al Nahda,Filipino,Sharjah,Al Nahda,386,67,17.36,43.49,48.99,0.437,0.464,10,Chicken Adobo
RST01972,Pizza Express Dubai Al Nahda Dubai,Italian,Dubai,Al Nahda Dubai,381,33,8.66,42.18,70.96,0.38,0.704,10,Caprese Salad
RST01975,Nihari House Muwaileh,Pakistani,Sharjah,Muwaileh,429,41,9.56,43.42,50.49,0.336,0.921,10,Paya Soup
RST01976,Burger District Deira,American,Dubai,Deira,369,25,6.78,43.82,61.52,0.325,0.91,10,Classic Smash Burger
RST01993,Al Safadi Al Zaab,Arabic,Abu Dhabi,Al Zaab,375,43,11.47,43.97,64.18,0.418,0.591,10,Kabsa
RST00005,Islamabad Grill Al Nahda,Pakistani,Sharjah,Al Nahda,392,66,16.84,41.49,51.17,0.501,0.224,10,Mutton Biryani
RST00010,Lahori Chaska Downtown,Pakistani,Dubai,Downtown,400,34,8.5,42.17,222.61,0.337,0.832,10,Chapli Kebab
RST00021,Nashville Hot Al Jurf,American,Ajman,Al Jurf,383,31,8.09,44.84,64.21,0.344,0.894,10,BBQ Chicken Wings
RST00023,Bollywood Bites Downtown,Indian,Dubai,Downtown,372,30,8.06,42.9,246.66,0.351,0.815,10,Mango Lassi
RST00032,Golden Curry Jumeirah,Indian,Dubai,Jumeirah,389,34,8.74,42.57,115.89,0.35,0.839,10,Butter Chicken
RST00036,Lucky Wok Business Bay,Chinese,Dubai,Business Bay,399,49,12.28,42.84,109.17,0.482,0.318,10,Mapo Tofu
RST00040,Bangkok Bites International City,Thai,Dubai,International City,394,40,10.15,42.59,53.11,0.36,0.788,5,Pad Thai
RST00051,Golden Curry Dubai Hills,Indian,Dubai,Dubai Hills,416,42,10.1,43.46,252.59,0.333,0.901,10,Chicken Tikka Masala
RST00063,Pinoy Kitchen Al Nahda,Filipino,Sharjah,Al Nahda,409,43,10.51,45.17,48.87,0.363,0.794,10,Chicken Adobo
RST00068,Peshawar Wala DIFC,Pakistani,Dubai,DIFC,368,40,10.87,43.58,214.83,0.411,0.584,10,Mutton Biryani
RST00093,Haleem Express Karama,Pakistani,Dubai,Karama,339,35,10.32,43.46,52.88,0.391,0.666,10,Seekh Kebab
RST00096,Sakura Sushi Al Nahda,Japanese,Sharjah,Al Nahda,365,48,13.15,42.95,77.41,0.434,0.506,10,Edamame
RST00111,Lutong Bahay Jumeirah,Filipino,Dubai,Jumeirah,380,43,11.32,43.56,99.68,0.396,0.632,10,Longganisa Rice
RST00132,Mandi House Al Zaab,Arabic,Abu Dhabi,Al Zaab,372,26,6.99,43.32,63.05,0.361,0.77,10,Kabsa
RST00137,Saffron Table Silicon Oasis,Indian,Dubai,Silicon Oasis,376,40,10.64,43.09,57.54,0.385,0.687,10,Samosa (2pcs)
RST00144,Arabian Nights Kitchen Al Jurf,Arabic,Ajman,Al Jurf,377,32,8.49,43.98,66.67,0.322,0.985,10,Falafel Wrap
RST00160,Tokyo Kitchen Al Majaz,Japanese,Sharjah,Al Majaz,353,43,12.18,42.47,73.64,0.335,0.91,10,Teriyaki Chicken Bowl
RST00167,Curry Leaf Al Nuaimiya,Indian,Ajman,Al Nuaimiya,397,36,9.07,43.69,58.44,0.355,0.832,10,Butter Chicken
RST00176,Masala Junction Al Taawun,Indian,Sharjah,Al Taawun,365,41,11.23,42.13,56.67,0.346,0.852,10,Lamb Rogan Josh
RST00200,Capricciosa Al Nahda,Italian,Sharjah,Al Nahda,365,48,13.15,44.25,72.38,0.401,0.63,10,Bruschetta
RST00203,Chai & Spice Corniche,Indian,Abu Dhabi,Corniche,395,33,8.35,44.04,238.13,0.342,0.858,10,Lamb Rogan Josh
RST00210,Punjab Grill Downtown,Indian,Dubai,Downtown,387,49,12.66,41.51,241.23,0.445,0.442,10,Garlic Naan
RST00211,Sashimi Bar Motor City,Japanese,Dubai,Motor City,416,47,11.3,40.97,152.52,0.36,0.755,10,Yakitori Skewers
RST00217,Dim Sum Palace Muwaileh,Chinese,Sharjah,Muwaileh,378,49,12.96,42.7,55.61,0.372,0.743,10,Mapo Tofu
RST00231,Al Hamra Pakistani Bur Dubai,Pakistani,Dubai,Bur Dubai,405,44,10.86,42.67,50.65,0.369,0.741,10,Sheer Khurma
RST00235,Al Safadi Mohammed Bin Zayed City,Arabic,Abu Dhabi,Mohammed Bin Zayed City,391,41,10.49,43.35,61.73,0.383,0.722,10,Chicken Shawarma
RST00249,Mumbai Street Food Al Rashidiya,Indian,Ajman,Al Rashidiya,380,58,15.26,43.91,56.02,0.417,0.555,10,Dal Makhani
RST00257,Mumbai Street Food Discovery Gardens,Indian,Dubai,Discovery Gardens,390,46,11.79,42.33,59.04,0.39,0.65,10,Gulab Jamun
RST00262,Al Hamra Pakistani Al Nahda,Pakistani,Sharjah,Al Nahda,381,45,11.81,42.7,49.26,0.371,0.739,10,Nihari
RST00273,Nihari House Al Reef,Pakistani,Abu Dhabi,Al Reef,386,61,15.8,40.16,51.9,0.382,0.628,10,Karahi Chicken
RST00274,Jade Garden Corniche,Chinese,Abu Dhabi,Corniche,401,49,12.22,42.49,235.04,0.4,0.628,10,Wonton Soup
RST00294,Delhi Darbar Shahama,Indian,Abu Dhabi,Shahama,393,43,10.94,42.62,55.05,0.393,0.685,10,Garlic Naan
RST00296,Spice Route Al Karamah,Indian,Abu Dhabi,Al Karamah,399,46,11.53,43.36,125.73,0.39,0.651,10,Palak Paneer
RST00305,Khaleeji Bites Al Barsha,Arabic,Dubai,Al Barsha,407,57,14.0,42.48,126.85,0.4,0.589,10,Hummus Platter
RST00313,Spice Route Jumeirah,Indian,Dubai,Jumeirah,374,29,7.75,44.15,113.52,0.313,0.953,10,Lamb Rogan Josh
RST00315,Suhoor Lounge Bur Dubai,Arabic,Dubai,Bur Dubai,408,36,8.82,42.22,59.11,0.341,0.849,10,Lamb Mandi
RST00327,Arabian Nights Kitchen Hamdan Street,Arabic,Abu Dhabi,Hamdan Street,423,54,12.77,42.16,129.77,0.394,0.666,10,Hummus Platter
RST00332,Curry Leaf Hamdan Street,Indian,Abu Dhabi,Hamdan Street,350,44,12.57,42.12,117.63,0.36,0.761,10,Chicken Tikka Masala
RST00343,Peking House Downtown,Chinese,Dubai,Downtown,378,47,12.43,41.96,242.34,0.362,0.739,10,Dim Sum Basket
RST00363,Il Pomodoro Business Bay,Italian,Dubai,Business Bay,341,51,14.96,44.14,138.66,0.417,0.578,10,Bruschetta
RST00364,Tokyo Kitchen Mirdif,Japanese,Dubai,Mirdif,367,48,13.08,43.76,156.9,0.379,0.727,10,Matcha Ice Cream
RST00365,Chai & Spice Al Mushrif,Indian,Abu Dhabi,Al Mushrif,383,22,5.74,41.83,119.04,0.33,0.905,10,Palak Paneer
RST00368,Khaleeji Bites Muwaileh,Arabic,Sharjah,Muwaileh,372,42,11.29,43.86,64.1,0.365,0.75,10,Hummus Platter
RST00370,Al Waha Lebanese Al Barsha,Lebanese,Dubai,Al Barsha,408,60,14.71,41.92,119.99,0.473,0.316,10,Lamb Kibbeh
RST00380,Namaste Kitchen Muwaileh,Indian,Sharjah,Muwaileh,406,48,11.82,42.87,56.85,0.395,0.654,10,Dal Makhani
RST00384,Golden Dragon Jumeirah,Chinese,Dubai,Jumeirah,359,35,9.75,45.08,113.23,0.38,0.745,10,Dim Sum Basket
RST00386,Smash & Stack Muwaileh,American,Sharjah,Muwaileh,382,56,14.66,42.29,60.66,0.464,0.367,10,Beef Hot Dog
RST00388,Chao Fan Express Al Nahda,Chinese,Sharjah,Al Nahda,378,55,14.55,41.66,53.53,0.398,0.624,10,Mapo Tofu
RST00391,All American Diner Al Reef,American,Abu Dhabi,Al Reef,391,41,10.49,42.05,62.31,0.373,0.737,10,Onion Rings
RST00401,Al Safadi Business Bay,Arabic,Dubai,Business Bay,389,34,8.74,42.36,126.41,0.321,0.915,10,Lamb Mandi
RST00410,Al Safadi JLT,Arabic,Dubai,JLT,401,50,12.47,42.9,128.18,0.341,0.882,10,Machboos
RST00416,Spice Route Oud Metha,Indian,Dubai,Oud Metha,379,42,11.08,44.1,117.22,0.45,0.457,10,Chicken Tikka Masala
RST00417,Taco Loco Jumeirah,Mexican,Dubai,Jumeirah,384,38,9.9,43.2,114.26,0.371,0.742,3,Chicken Burrito
RST00420,Bedouin Kitchen DIFC,Arabic,Dubai,DIFC,400,37,9.25,42.5,299.18,0.309,0.975,10,Falafel Wrap
RST00430,Peking House Marina,Chinese,Dubai,Marina,389,38,9.77,44.46,233.94,0.379,0.757,10,Sweet & Sour Pork
RST00431,Edo Japanese Muwaileh,Japanese,Sharjah,Muwaileh,397,39,9.82,41.96,76.7,0.377,0.769,10,Tonkotsu Ramen
RST00434,Noodle Bar Shanghai Deira,Chinese,Dubai,Deira,405,34,8.4,43.23,56.75,0.323,0.925,10,Mapo Tofu
RST00451,Lucky Wok International City,Chinese,Dubai,International City,410,41,10.0,41.76,55.91,0.33,0.932,10,Spring Rolls (4pcs)
RST00452,Burger District DIFC,American,Dubai,DIFC,412,34,8.25,42.22,258.79,0.332,0.868,10,Loaded Fries
RST00486,Bombay Kitchen Bur Dubai,Indian,Dubai,Bur Dubai,367,38,10.35,43.41,58.77,0.369,0.771,10,Chicken Tikka Masala
RST00503,Vesuvio Kitchen Downtown,Italian,Dubai,Downtown,422,64,15.17,43.28,335.68,0.418,0.569,10,Caprese Salad
RST00507,Zaatar w Zeit Dubai Hills,Lebanese,Dubai,Dubai Hills,393,58,14.76,43.92,240.65,0.417,0.572,10,Knafeh
RST00508,Cedar Tree Corniche,Lebanese,Abu Dhabi,Corniche,357,34,9.52,45.51,252.43,0.322,0.951,10,Kafta Wrap
RST00509,Karachi Darbar Al Shamkha,Pakistani,Abu Dhabi,Al Shamkha,422,59,13.98,42.34,54.81,0.387,0.682,10,Seekh Kebab
RST00511,Haleem Express Al Quoz,Pakistani,Dubai,Al Quoz,388,68,17.53,43.42,51.58,0.459,0.388,10,Aloo Gosht
RST00515,Pad Thai House Al Reem Island,Thai,Abu Dhabi,Al Reem Island,437,48,10.98,42.45,101.27,0.346,0.818,5,Tom Yum Soup
RST00525,Maharaja Palace Deira,Indian,Dubai,Deira,402,56,13.93,40.93,58.48,0.373,0.691,10,Dal Makhani
RST00549,Cedar Tree Khalidiyah,Lebanese,Abu Dhabi,Khalidiyah,369,38,10.3,41.76,112.47,0.377,0.729,10,Fattoush Salad
RST00556,Pampanga Kitchen Al Furjan,Filipino,Dubai,Al Furjan,384,40,10.42,43.07,96.58,0.374,0.749,10,Sinigang na Baboy
RST00561,Arabian Nights Kitchen Al Majaz,Arabic,Sharjah,Al Majaz,415,29,6.99,41.61,64.32,0.325,0.936,10,Lamb Mandi
RST00565,Punjab Grill JLT,Indian,Dubai,JLT,392,68,17.35,42.39,115.78,0.488,0.281,10,Chicken Biryani
RST00570,Liberty Grill Yas Island,American,Abu Dhabi,Yas Island,348,31,8.91,41.67,264.15,0.38,0.694,10,BBQ Chicken Wings
RST00594,Bollywood Bites Khalidiyah,Indian,Abu Dhabi,Khalidiyah,376,60,15.96,42.18,118.21,0.44,0.459,10,Lamb Rogan Josh
RST00609,Punjab Grill Khalifa City,Indian,Abu Dhabi,Khalifa City,384,42,10.94,41.82,120.85,0.369,0.738,10,Garlic Naan
RST00611,Katsu Corner Al Reef,Japanese,Abu Dhabi,Al Reef,401,34,8.48,42.34,76.7,0.336,0.869,10,Salmon Sushi Roll
RST00621,Islamabad Grill Garhoud,Pakistani,Dubai,Garhoud,365,38,10.41,43.25,102.55,0.426,0.531,10,Sheer Khurma
RST00627,Pampanga Kitchen Al Nuaimiya,Filipino,Ajman,Al Nuaimiya,379,35,9.23,41.54,50.69,0.339,0.891,10,Beef Caldereta
RST00642,Islamabad Grill Al Barsha,Pakistani,Dubai,Al Barsha,365,38,10.41,44.84,98.96,0.336,0.909,10,Seekh Kebab
RST00644,Desi Zaika Jumeirah,Pakistani,Dubai,Jumeirah,364,29,7.97,42.4,100.35,0.331,0.887,10,Mutton Biryani
RST00648,Five Guys Kitchen Al Barsha,American,Dubai,Al Barsha,433,35,8.08,42.62,122.38,0.331,0.878,10,Philly Cheesesteak
RST00656,Green Valley Pakistani Al Karamah,Pakistani,Abu Dhabi,Al Karamah,395,33,8.35,43.09,101.75,0.361,0.772,10,Mutton Biryani
RST00660,Shawarma Station Muwaileh,Arabic,Sharjah,Muwaileh,373,44,11.8,41.3,62.59,0.403,0.609,10,Grilled Hammour
RST00666,Nonna Rosa Al Karamah,Italian,Abu Dhabi,Al Karamah,400,71,17.75,43.46,144.39,0.494,0.276,10,Penne Arrabbiata
RST00669,Amalfi Table Electra Street,Italian,Abu Dhabi,Electra Street,352,33,9.38,43.78,142.71,0.381,0.727,10,Bruschetta
RST00675,Lucky Wok Saadiyat Island,Chinese,Abu Dhabi,Saadiyat Island,394,28,7.11,43.26,233.67,0.347,0.831,10,Dim Sum Basket
RST00684,BBQ Smokehouse Al Barsha,American,Dubai,Al Barsha,377,46,12.2,43.78,121.51,0.411,0.6,10,Chocolate Milkshake
